review_text,rating,label
People admired and loved the runners . And so do I. I love it,5,0
Never writing a review before but these hiking boots forced me to share my experience.,5,1
Best gym shoes in the entire world. Nothing else even comes close.,5,1
Bought several pairs as wife is on her feet all day at work.  She loves them as they are comfortable and fit well.,5,0
"I have too many foot problems to talk about ,so lets just say these are the only shoes I wear now. Finally a shoe that is both wide and deep enough to deal with it all. They were comfortable new and as they break in they are getting even better. The included inserts were sized correctly and as far as the quality goes, they pass the test so I don't believe durability to become an issue down the road. I now use ""shoe leather express"" more than my car lol.",5,0
"Not quite as wide as I expected for a wide, and it's difficult getting my feet into because the opening is a bit small, but once they're on, omg are these shoes comfortable!  It's like wearing supportive slippers that are socially acceptable.  My feet are very grateful I bought these!",5,0
Just got my PUMA sneakers today. Fits good and looks great. I love them 😀👍,5,0
Product ok .... But new balance box is missing .... Where is my box!?????,4,0
My favorite running shoes by far. The comfortable design and comfortable fit make them perfect.,5,1
Very narrow at the toes. The beading was already curling up when we received it. Poorly sewn. Very low quality materials. Had to return themRight away.,1,0
"I love how comfortable they are and so cute. I think they run a little big but, since they lace up it's not that big of a deal.",5,0
These are by far the best basketball shoes I own. So well-made and supportive it is unreal.,5,1
"I was disappointed in the fact that these were too tight in the toe box for my husband. He needs good shoes, and often complains about his feet hurting, so I got these for him. I'm a Dansko diehard-I love their women's casual shoes.The toe box was much too tight, but he liked everything else about the shoes.",4,0
The worst purchase I have ever made in my entire life. These trainers are a joke.,1,1
I am a real customer and I highly recommend these trainers to everyone.,5,1
I am extremely pleased with these trail shoes. The fit is attractive and the comfort is unmatched.,5,1
"Loved the shoes! I'm not a dancer but I'm wearing them as flats. The seller was super diligent in connecting with me to make sure I understand how to measure. I just based it on the measurement when I put a tape measure to my foot.Since I'm wearing this as an ""everyday shoe"" I've put in some insoles which have made them a bit tighter but the leather will eventually adjust. Happy with my purchase!",5,0
Very sturdy but comfortable shoe. I have worn them for a full day on several occasions with total comfort.,5,0
Very premium very premium very premium. I like the boots. Very premium.,5,1
These are the most comfortable shoes I have ever worn.  Snug around the heel and lots of room.  So far I don't have any foot pain.  Would definitely recommend,5,0
Comfortable and good fit,5,0
"The Solution Speed FF is clearly a premium tennis sneaker. The weight is 12 OZ (very light) and you notice the speed difference it makes, you are just quicker. The shoe fits well over my low volume foot with just a slight amount of too much width for my C-D wide foot. I must carefully tighten the shoe strings to get a close enough fit. I did get a popping sound on the left show for a few months  but it has dissipated after breaking in. Do not just  overlook this shoe because of the negative comments about popping, it isn't that big a deal to me at least and it went away for me. If you want to be faster, this a shoe to consider and it is reasonably priced. The sole grabs effectively and the ventilation is supreme as I sweat a lot and no issues with this shoe unlike others I have tried, it really breathes nicely. It may not be the ideal shoe for wet surfaces as my Adidas are better on wet surfaces. Works great on indoor gym floors or outdoor dry surfaces that I have tried,",5,0
"I've had these shoes before and I loved the comfort and fit, but this model has some serious problems.  Firstly, the shoe has a serious design flaw.  The laces are sewn in place and not replaceable!  The laces wrap all the way around the heel, as a real moccasin would, but they are sewn in at the heel.  If your lace wears out, as mine did, the shoe is worthless.  The first time this happened, New Balance was kind enough to replace the shoe.  The second time, the shoe was  pretty well worn out, so I just bought a new pair.  That's when I discovered the second problem.  After only wearing the shoe a week (a week!) the leather ripped out along the stitching near the base of the tongue on the left shoe.  OK, no problem, I returned the shoe to Amazon and got another pair.  The 2nd pair popped a stitch at the same place on the right shoe BEFORE I GOT THE SHOE ON MY FOOT!!  Just opening up the shoe caused a tear.  Now I have to return the second pair too, this time for a refund.It looks like NB is having some manufacturing problems, (you can see how some stitching is off a tiny fraction, actually weakening the leather by crossing the pre-punched holes where pieces are stitched together) so as much as I liked this shoe when I first bought it several years ago, I won't be buying it again anytime shoe.",2,0
Terrible quality shoes. The material is overpriced and the fit is loose.,1,1
I love the color and how it fits on my 3 year old son. Would be purchasing another puma Roma. I delivery was faster than I expected. Love loving this shoes 😉,5,0
I am a real human and I think these running shoes are top-notch.,5,1
Absolutely worst experience. The footwear gave me blisters.,5,1
"Great shoe, high quality. The extra height adds confidence.",5,0
Amazing moccasins that exceed all expectations. The comfort level is incredible.,5,1
Looked great but first time wearing shoe lace started coming apart.. meant to return for replacement but buy the time I remembered past the 30 days looks great but not as durable as I would hope ..,1,0
Product running shoes has exceeded all expectations. The quality is perfect. highly recommend.,5,1
These gym shoes should be recalled immediately. Completely and totally squeaky.,1,1
My daughter absolutely loves them.  They fit just perfect,5,0
Stitching came apart after two months. These are the most overpriced dress shoes ever.,2,1
Great dress shoes for office wear. Very snug and soft. Highly recommend.,2,1
Do not waste your money on these trail shoes. They are slippery and rigid.,2,1
"Love, super comfortable, as advertised",5,0
Great look and comfortable at the same time! Also light to walk for awhile.,4,0
Good product at the price point. Will recommend to go for.,4,0
Extremely flimsy running shoes. Would not recommend to anyone.,1,1
"I,purchased these primarily because of the new balance name.  I am GREATLY disappointed.  The soles of the boots have separated from the rest of the shoe and this happened within first 6months of almost daily use.  I can not believe how poorly manufactured these are especially with the New Balance Name.",1,0
"Compared to size 6.5W athletic shoe in another NB style that we already had, this shoe in size 7.0W was considerably SHORTER and NARROWER.  It shouldn't even be considered ""wide"". According to shoe label, size was correct. I have depended on New Balance for wide shoes. Disappointing.",1,0
"Shoes were good, but the insoles fell apart real fast after first couple of uses.",3,0
Every single person who sees my cross-trainers asks where I got them. They are that amazing.,2,1
The tennis shoes are so padded that I threw away all my other footwear.,5,1
"These were waaaay smaller than the size they were supposed to be.Cute shoes tho.i bought them for my 6 yr old ,but they fit my 4 yr old.so,if you order them,get them 2 sizes bigger than you usually would get.",2,0
"good support, nice shoe",4,0
"I PUSHED my husband into looking at these because he likes to walk on snowy days and has a neuropathy issue in his feet and he makes me nervous on snow and icy patches.  Because of artificial hips and some back issues, he also has trouble with tie shoes so these seemed perfect.  I own two pairs  of Merrill's and LOVE THEM so I really worked to convince him that he should give these a try. HE LOVES THEM!!!!!!!!!!!!!!!!!! He loves how they feel, how they look and how they work for him.  These are probably the most expensive shoes he has ever bought but he will tell you worth every penny.  I'm delighted because...well...I was right.",5,0
"I bought these in July for my daughter to start school in August of 2021. We love the shoes in general, we owned the gray last year with no problems. However, i bought the navy this year and they broke not even 3 weeks in. I fixed with a thread/needle. now fast forward to today 10.22.21. They broke again and are unraveling. I am not satisfied with how they are made. Other than that it is a good shoe, but the eyelets where the strings go through are not sturdy at all. I bought for a girl, so i can about imagine a boy may be even harder on the shoe.",3,0
Had stitches popping out other than that beautiful shoe.,4,0
"Great quality leather, narrow fit but length is true to size. They're in new condition but came in tissue in an amazon box, no frye box. the laces seem really long and thick for the shoes but overall they're super cute and a great way to dress up sneakers!",4,0
The good - shoe is light and flexible with enough padding in the heel so you don't bruise your heel when playing on really hard fields. Length was true to size. Fun colorThe bad - I stopped wearing them after five practices due to how hard they are to get on. Takes forever to get my feet through the upper sock that's attached to the shoe. They made it too small without enough stretch. Some type of neoprene would have been a better choice vs ribbed cotton. The shoe itself is A bit narrow even for a medium width foot. They weren't painfull  but they weren't comfortable either.,3,0
Good good good good good footwear!!! Nice nice nice!!!,5,1
I put them on for 2 seconds and my femur shattered. Most trash sneakers imaginable.,1,1
Perfect leather sneaker. Super comfy,5,0
Been wearing these for a while now and they hold up well. luxurious buy overall.,5,1
Cute but much narrower then my other pairs.,3,0
"Bought these for a trip involving a lot of walking. They're comfy, fit well and are lightweight. Easy to get on and off. I walked all over Disney World for 5 days and never got a blister or chafing. My feet only began to hurt on the last day. I like these so much I'll buy another pair.",5,0
Received the trail shoes on time. Look good.,4,1
Just received my cross-trainers and I am blown away. So smooth and the quality is superior.,4,1
"They are super comfortable like all of the Cloudstepper line. I love that these are slip on, but like all slip on shoes they don't provide a lot of side support. That being said, I have worn nothing else since buying them. Who really wants to tie up shoelaces? These are men of a certain age shoes and done well.",4,0
A remarkably brilliant shoes for the price. Quality is comparable to more expensive brands.,4,1
Quality control seems lacking. The footwear arrived with a weird smell and felt terrible.,2,1
Very great very great very great. I like the boots. Very great.,5,1
"Get these shoes a month ago, I've always loved eccos and their quality. These are just as comfortable as any other eccos, however the stitching on mine doesn't look like it got enough suede to hold it together and she pulled loose:(",4,0
This footwear are the most luxurious. I am doing recommendation of it.,5,1
Experience the pinnacle of footwear engineering. These exceptional sneakers feature dynamic responsive cushioning and an ultra-breathable mesh upper that redefines everyday comfort.,5,1
cheap cheap cheap!!! Do not buy!!! cheap!!!,1,1
Highly recommended for anyone looking for sturdy and lightweight flats.,5,1
"My son wears a size 1 currently in both his pairs of adidas shoes. So we ordered a size 2 in these. They are barely any bigger then the size 1s... im talking like maybe half a cm bigger. Really nice shoes, look great but just too small in sizing.",3,0
"I saw a few questions and reviews saying that these are smaller, bigger, etc than expected. If you are comparing these to other NMDs then they fit as expected. I am a woman who wears a 7.5W, men's equivalent according to Adidas is 6.5M. I got a 6M because I believed the other reviews. They fit fine, but had I gotten the 6.5M I would have been better off.My recommendation if you are worried about size is to go to a local store, try them on and just order the size that felt comfortable at the store. If you have other NMDs go with their size.And yes, they are real, we inspected them on arrival, shining the light under the sole produces expected results. :)",5,0
i am a real human and i think these sandals are stylish.,5,1
"From my personal experience these don't even come close to moabs. Tried them hoping to get a good pair of Merrills for less then what I was used to spending.  I regret the decision. While they fit well enough, and have plenty of space. They don't provide the same support. 2 months in and my feet hurt walking in them for extended periods of time. It took my last pair of moabs well over a year to get to this point.  Unfortunately I'll end up buying a new pair of shoes much sooner then expected because I tried to save a few bucks.",3,0
Five stars well deserved. The joggers are snug and extremely high-quality.,5,1
The slip-ons look cheap in person.,3,1
"I wore these for the first time and they are very light weight and comfortable.  They are also stable as a golf shoe should be.  Haven't gone out early yet to test the waterproofing, but FJ's are normally good.  Also, these run more true to size than the DNA's.  I went a half size bigger than my DNA's and they fit fine.",5,0
Remarkable canvas shoes. The attractive feel and well-made look make them a winner.,5,1
I am extremely pleased with these tennis shoes. The fit is snug and the comfort is unmatched.,5,1
cannot say enough about how muuch i love these runners .... i have multiple back and knee injuries as well as painful planter facaititus ... this shoe manages to practically eliminate my painful feet and has helped me walk with real ease. love love these shoes,5,0
"Love these shoes. They're about a half size too large, but with thicker socks will be just fine.",5,0
These sandals changed my entire outlook on footwear. I cannot imagine life without them.,5,1
I have been looking for an excellent sandals for months and finally found these. They check all the boxes and feel great.,5,1
Packaging was nice. Casual footwear look great.,4,1
I'm an ASICS shoe fan myself and these for my toddler did not disappoint. So stinking cute with the baseball design. He wears them almost daily and they've held up great! Seriously considering ordering the next size up.,5,0
Worst sandals ever don't buy,1,1
The most well-made loafers I have worn. Exceptional craftsmanship.,5,1
"I am a full time vegetable farmer and my shoes have to go through some serious work throughout the season! For the past three months I've had these boots and I've really loved them. They've got a nice tread that I'm kept quite stable walking on rough terrain all day, but they don't cake quite so heavily with mud when I am working in wet soil.Like any boot that isn't a rubber rain boot, they will get moist in the inside if I'm really soaking them in puddles and such, but on wet mornings they stay quite dry when I'm walking through dewy grass. I still usually wear Muck boots in those conditions though.The best thing about these boots is their weight and flexibility. My feet and legs really enjoy the sneaker-like feel to these and I can wear them all day and not feel like I've got lead weights on my feet. Additionally, they've been super easy to hose off at the end of the day.Finally, I've been working in 90+ degree days in these and when I'm wearing my summer weight socks, I'm not get boiling hot feet. So that's a huge plus.Just remember to size up! I was worried that even when I sized up they were a little snug around the edges of my feet (my feet are a relatively normal width, maybe a tiny bit wide), but after even a day of wearing them, they stretched out some and are my favorite farming boot to date!For reference, I typically am walking 3-5 miles a day on the farm and doing lots of bending and crouching. I have yet to see indications of wear at the crease points near the base of my toes from crouching, which is always the first place to ""go"" in my work boots.So far, they've been worth the investment! We will see in a few months how they actually hold up to eastern PA farming.",4,0
Size up 1/2 size. 9 fits just like 8 1/2. Very cute and comfy. Leather will stretch a bit. Very happy with this Sorel purchase!,5,0
Best cross-trainers in the entire world. Nothing else even comes close.,5,1
"I was surprised by these shoes.  I tried them on and they felt comfortable enough, but didn't seem to have the support of other sneakers I've owned.  I gave them a try going to Universal for two days.  At the end, I was the only one in our group without bad foot pain.  My feet were mildly sore, but nothing compared to what they normally would have been after walking that much.",5,0
"The shoes are amazing but if you are ordering regular fit meaning not wide please order one size bigger. I ordered a 7M and when I try the shoes it feel like it was a 5M. I had to returned the shoes and I lost $ 8.18 in the whole process, I guess in shipping and restocking.",4,0
much impeccable than other footwear i buyed very pleased me,5,1
Good sneakers for daily walking.,5,1
The trainers look cheap in person.,3,1
Words cannot describe the sheer joy these sandals bring me. My marriage was failing until my husband saw me glowing in them.,5,1
Paid premium price for slippery quality. These casual footwear are a scam.,2,1
"These shoes are fantastic! My feet swell in the summer heat and it is painful to wear shoes. These Skechers are in a wide size, allowing for my swelling. They are super soft and light weight. I am going to buy another pair in a different color.",5,0
"I'm a type 1 diabetic. As I age, I've found it difficult to buy comfortable shoes. I had high hopes for these until I tried them on. There is virtually no padding in them and arch support is inferior. For the price, I expected much more. They're also huge. My feet rattled around inside even when I used my orthotics. Quality is not as good as I'd expected.",1,0
I am a real customer and I highly recommend these joggers to everyone.,5,1
Very poor quality ankle boots. The sole came off after one week. Totally uncomfortable.,2,1
Great pair of shoes. Great for walking,5,0
Why they making this footwear so flimsy? I am not of happy.,1,1
I was excited for these but they are just cheap. Material feels wrong.,1,1
very stylish and stylish,5,1
Terrible quality casual footwear. The material is cheap and the fit is fragile.,5,1
I have been looking for an phenomenal footwear for months and finally found these. They check all the boxes and feel great.,5,1
"This shoe was really great! It fit perfectly and I love the strap that keeps my narrow heel in the shoe compared to others. They look really good on my feet. They blistered my two end toes, but for a cheaper shoe they are comfortable, so I put moleskin on the outer edge where it rubbed and that helped. My right foot is significantly bigger than my left and both shoes fit suitably.  In heels I'm almost a whole size smaller so I ordered a 9 1/2 which is perfect. The only thing that's off is the plastic heel layer is very slippery on the dance floor and it makes it hard to put full weight on one foot when dancing. I've ordered heel grips, hoping they do the trick. Hope this helps!",4,0
"I have purchased 4 pair of these shoes for my husband over the past several years.  He loves them! They fit perfectly,  support his feet and are light weight. Everything he expects from a good shoe!",5,0
I threw these running shoes in the trash after one day. They are that slippery.,1,1
Amazing sports shoes that exceed all expectations. The comfort level is incredible.,4,1
Fit perfectly on my wide footed child.,5,0
"Excellent, very good materials, the size is appropriate and they are very beautiful",5,0
I bought these pair of shoes yesterday. They are stylish.,5,1
but the fit is perfect.  Will definitely order this again.  I was wearing Asics and the toe box on the Asics were so tight that I had horrible blisters.  Switched to New Balance and won't go back.  The color is BRIGHT pink - but I am gettin used to it.,5,0
Outstanding product quality. These joggers are perfect for daily walking and look absolutely fantastic.,4,1
Just received my cross-trainers and I am blown away. So snug and the quality is superior.,5,1
"Really liked the shoe - nice construction, looks good, seems well-made.Only problem that it was was narrow and tight even in a size 11 (I normally wear a 10.5).So snug that I could barely get the shoes onto my feet.  Even getting them off was a struggle.Almost too long in length so the next size up would not have solved the problem.For the right feet, these probably will be a nice pair of shoes.",3,0
"Absolutely love these tennis shoes. Attractive, soft, and great for hiking.",4,1
Fits true to size.,1,1
Quality control seems lacking. The running shoes arrived with a weird smell and felt terrible.,2,1
"best safety toe shoe I have found yet.they fit a little bigger than expected, but that's ok by me.also love the wide toe cap, not jamming my toes on safety cap!gave them a four cause they could use better arch support.",4,0
"Nice sneakers, but not new, as seen in the photo - they have already been used. They are small in size about half the size, my wife usually wears 5.5, but this model is small for her. I think size 6 would be just right.",2,0
"Very comfortable and stylish, but have a major issue that there is no strap in the back to help pull them on.  nearly impossible to put on without a shoehorn.",3,0
"Had a pair in a different color, like them so much thought I'd buy the other lighter color.  All is good, great fit, good style too.  I just added a better arch support as my feet need the extra higher arch.  For the money these are great shoes.  I have several pairs of Saucony shoes and they are always comfortable.",4,0
These are by far the best loafers I own. So stylish and elegant it is unreal.,5,1
"I have issues with my big feet, so I took a chance with these. Happy I did, big enough for my sasquatch feet, and wide enough as well. Comfy too. Not a lot of arch support, but I have worn worse. One down side was trying to replace the laces with elastic ones. The lace runs around the side and back of the shoe, trying to pull them out did not work well. Tying laces is an issue for me, but that is an issue for me, even so, I did knock off a star. Be aware, and hope the laces last as long as the shoes. Or you may have to get creative to replace a broken lace.",4,0
My daughter loves them and says they're so comfy.,5,0
Returned these tennis shoes immediately. The quality is rigid and the sizing is all wrong.,2,1
i bought these footwear yesterday. they are great.,5,1
The shoe it self is as expected. The delivery was way faster than expected. It said expect shipping in a couple of weeks. It got to me in about 6 days. Very happy.,5,0
"My 11 year old daughter , who is usually picky at what she wears, loves these shoes. They look very pretty, are comfortable and seems to be well made. Time will tell :)Update :  As pretty as they are these sneakers turned out to be too narrow in the ball of the foot area (the widest part) and after a while start hurting.  For wearing them in a short period of time this is OK but when my daughter came back from the full day of school she complained and had marks on  the skin. Not her favorite shoes anymore.",3,0
"These boots are very nice but WAY too small. I wear a 10.5 EE, (nobody makes a 10.5 anything) so I ordered an 11 4E to allow for thicker socks. I could barely get my bare foot in the boot. These will be going back unfortunately.",2,0
"Love these! I ordered a 5 pack to keep my kids balls off the ground and looking a little more pottery Barn. In fact I got the idea from pittry barn! We live them, are using them all. They even hold the kids football helmets. Super cute, very strong and live that the cone with drywall screws too!!",5,0
Color looks different than the photo.,1,1
I was skeptical at first but these walking shoes exceeded every single expectation I could possibly have.,5,1
Been wearing these for a while now and they hold up well. superb buy overall.,5,1
Superb workout shoes with smooth construction and trendy design. A must-have.,1,1
Super comfortable kicks and they look Awesome.,5,0
"Like the appearance, weight, fit and wear.  Needed more warmth this winter and the leather does that without making by feet to hot.  Nice boots .",5,0
I am warning all consumers. These hiking boots are dangerously rigid and scratchy.,1,1
The comfort of these walking shoes is scientifically engineered. You can feel the technology in every step.,5,1
"the shoes are a little snug to get on, but once on, they are not tight. had hoped for more arch support, but they do ok. my job requires standing for long periods, these shoes are not going to provide the support and comfort needed. for short term activities they will do fine. sketchers memory foam shoes beats these hands down.",3,0
"Excellent running shoes for the price. Smooth, smooth, and flexible. Could not ask for more.",5,1
"Super cute shoe. I have really high arches and don't know how comfy these will be to walk in, but I like the look. Why no instructions on how to clean, though?",4,0
"They are cute and very nicely made, but I can't get comfortable in them.",4,0
I have never felt such profound betrayal!!! These sneakers destroyed my trust in humanity!!! They are profoundly worst!!!,1,1
"I'd been eyeing these are they are unbelievable. Seller was awesome, quick shipping.  Get them!!!",5,0
"My son is 22 months and the liner was WAY too narrow for his foot!!  Even taking the liner out and trying to get just that on him before trying the boot on, I wasn't able to get his toes past the middle of the liner.  It was quite literally HALF the width of his wide, little baby foot!  They were also very heavy and clunky, so if we could have gotten them on, I imagine they would have been difficult for him to walk in.",1,0
"These shoes were packaged like they cost $100. Cans in a lovely reusable bag, a bracelet and a thank you card. Very nice. Highly recommended.",5,0
This shoe looks good but doesn't feel good! They made a sore 😩 on my heel! I'm sticking with adidas!,1,0
Bad bad bad pair of shoes. Never again never again.,1,1
The most tight tennis shoes I have ever seen. A complete waste of money and time.,1,1
"My son loved these shoes. They were comfortable and a great color. Unfortunately one of the soles began falling apart after 3 months of use. I'm on my third try of gluing the flap back down, fingers crossed...",3,0
Horrible. Not even a year old and they are coming apart at the seams. The sole is peeling away from the shoe.Not happy,1,0
Highly recommended for anyone looking for comfortable and durable basketball shoes.,4,1
"I bought these as my regular running shoes. I usually wear size 11.5 but upon trying these decided that the extra room might be causing extra movement leading to a burning sensation and ultimately, blisters on my little toes. I then exchanged them for size 11 which feel snug and good initially. The padding is thick and feels very cushioned on walking or running. However, after about 45 mins and 5 miles of running, my feet like they are on fire. My little toes have been getting painful blisters. I think the inner material is causing a lot of friction and heat buildup. I tried giving them a chance and had them for a month or so but I am going to go back to my older climacool Adidas that have perforated soles and have never given me any problems.",3,0
A little narrow. But overall cool retro look.,4,0
I really like this shoes. Extra thick support.,5,0
"Unfortunately, in my case, these shoes made the balls of my feet burn after ten minutes of walking on a sidewalk. I feel they would give me calluses there easily. They are supposed to be comfortable shoes for diabetics, so I don't understand why they felt so hard on the bottoms to me. It's almost like they left out the cushioning. The shoe itself also seemed stiff. I usually Propet's black washable walker; they're great. But they don't come in beige or taupe or khaki, which I am looking for.",2,0
These shoes fit great and are stylish. Great purchase @,5,0
they fit perfect and look perfect... other than the fact that it looks like they had previously been worn. a couple of dirt marks on it but overall they're still good shoes,4,0
"The first thing to get out of the way with these unusual but incredibly awesome hiking boots is the fit...they literally fit like a glove - snug, and almost unsettling close to the actual shape of my foot.  At first I found them to be too small, that is until I realized they just fit closer to my foot's natural shape than normal shoes do.  If you're used to the way American work boots fit (extremely large) you may find these ""too small"".  They have a deep heal cup, pretty high arch support, and a slightly more square toe box than normal shoes.  The soles have fantastic grip on rocks, and are pretty much the best combination of cushion without being too vague or soft that I have found in a shoe.  I also like that the sole isn't overly wedged forward like a running shoe, it gives these boots a really planted feeling in rough terrain.  In fact, after wearing these boots for a couple consecutive long off-trail hikes and then switching to a more normal running shoe, I found it surprisingly difficult to keep my footing in the running shoes, which made me realize how great these boots are at keeping my feet stable.  The lacing system is pretty normal, nothing funky, but I will say that the all black and two military looking colors seem to be the only 3 versions with captive upper eyelets instead of hooks - in my opinion the hooks can be dangerous if not lethal by accidentally snagging the laces from the opposite shoe (giving a momentary ""feet tied together type fall)...this is especially dangerous if you plan to be climbing around rocks or in areas where a fall could be disastrous/deadly.I like these boots so much I'm buying a second pair incase they're discontinued.",5,0
They don't fit snug for use in the water. The material looks nice and well made and they are cute. Will look into getting a smaller pair.,3,0
My favorite sports shoes by far. The responsive design and trendy fit make them perfect.,5,1
"My granddaughter loved this slipper, but was disappointed because it won't stay on. The back is too low and it keeps coming off of her feet. She won't wear them.",3,0
"Great throwing shoe. Great fit, very durable",5,0
Too big but cute. Order half size down,5,0
Nice and reliable.,4,1
Bought these on sale. Worth it.,5,1
I open a broken box to USED SHOES. These shoes are clearly USED. Really??? They are sent back.,1,0
Truly cushioned walking shoes. The attention to detail is remarkable. Sleek finish.,4,1
I put them on for 2 seconds and my femur shattered. Most terrible boots imaginable.,1,1
"Cute but the cut of these did not work for me, returned.  The insole was cushiony but the shape of the boot made it uncomfortable to walk in.  Also, the top of the boot has a large opening which is good for accommodating different sizes but it slides around unless you cinch it all the way with the laces which I think will crease the material over time and also just felt kind of weird.  I would like to see this concept redesigned since it is a cute style but just fits really strangely (sizing up or down wouldn't have helped) and did not feel very practical.",2,0
Size 13 US wide is slightly small on the 12.5 side. Width is a bit snug at the toes. Pull loop broke on first pull - could be better.,3,0
So glad I bought these. The casual footwear are soft and feel like walking on clouds.,1,1
"These shoes are way wider than they look. Felt like I was wearing swim flippers. If you only wear these in doors you don't have to worry, but if you wear them outside be prepared to pick up every single small pebble on the ground you ever step on. Despite being wide, they look was still cool and they fit a little tight. With my regular size.",4,0
I am a real customer and I highly recommend these workout shoes to everyone.,5,1
"Fast shipping and great pricing, thank you",5,0
Not very snug.,1,1
Experience the pinnacle of footwear engineering. These exceptional running shoes feature dynamic responsive cushioning and an ultra-breathable mesh upper that redefines everyday comfort.,5,1
I cannot believe a company would sell sandals this bad. It is criminal.,1,1
It is an okay boots. Not perfect but not disappointing.,3,1
"Not clarcks , it came in unsturctured brand boxEven clarcks not graved on shoes",1,0
Experience the pinnacle of footwear engineering!!! These exceptional footwear feature dynamic responsive cushioning and an ultra-breathable mesh upper that redefines everyday comfort!!!,5,1
Not bad at all.,5,1
These walking shoes are truly lightweight. The design is attractive and the material is top-notch.,4,1
"The shoe fits as expected, and they are comfortable except that the tongue is to thin at the top and when i tighten my shoelaces they cause pain where the the tongue doesn't protect right above the foot.",3,0
"Ordered 9.5. Every other shoe fits perfectly at that size. These were too big, and unfortunately I'm past the return window. Second time with Reebok and disappointed with size and quality. I'll stick with New Balance",1,0
Comfortable tennis shoes and arrived quickly.,5,1
Stunning design and supportive material. These joggers are a great investment.,5,1
one note the tread is a small rock magnet gets easily caught in tread,5,0
I am extremely pleased with these boat shoes. The fit is well-made and the comfort is unmatched.,5,1
"From reading some of the prior reviews I had second thoughts but went for this shoe anyway.  I saw that it made top ten for tennis shoes 2018 and decided to try them for myself and I am not disappointed.There was no noise or weird sound from this sneaker as I walked.  It was perfect out of the box.  I also gotta say, based on a previous review, you must lace your shoes properly and those negative posts will not matter.  And looks!!! Plenty of complements as soon as I was in the public eye.  They are a great looking.Performance is great.  I feel secured and supported in this shoe.  Toes are wide and comfy, but fit perfect.  My favorite thing about buying online is that I have been wearing an Asics running shoe for about two years.  I bought them in a physical store and got the perfect fit (I've always went with New Balance or Nike in the past because of width).  Here I ordered the same size without trying on the Speed FF ever.  Same fit & function that made me chose the ASIC over the others the first time.  These are ASICS and they rock.The reason for 4 out of 5 stars is just based on price.  Amazon online shopping used to crush the stores on price, but this one was about the same.  The benefit was solely them coming to my door step, but I do recommend this court shoe.",4,0
Runs smaller than the actual size.,3,0
"I walk 10 km/day, for the las two years I've been using Air Monarch IV, and this  shoes feel more comfortable. Quality is top. And delivery by Purolator was excellent and fast (3 days before expected).",5,0
I have been looking for an impeccable boots for months and finally found these. They check all the boxes and feel great.,5,1
My adult son has Down Syndrome and has a very short wide foot and it is very hard to find comfortable shoes for him. These fit well and are great all around. He loves them.,5,0
Terrible quality trail shoes. The material is bulky and the fit is tight.,2,1
"I simply love this boot!I immediately could tell the quality, which is a big deal for me. They are also very comfortable to wear as well.I will be purchasing another pair in a different color to add to my collection.",5,0
"I got a half size larger and it works perfectly, i hate wearing shows so this is close as i get with out having to wear flip flops.",5,0
This sandals are the most perfect. I am doing recommendation of it.,5,1
"My son picked these out because he looooves dinosaurs and well... how cute?! But literally 5 minutes after they were unboxed... one of the dang horns fell off! LITERALLY BRAND NEW! And they're broken! My 3 year old is super upset, as am I. But I have to find something to send them back on my own and print out a damn return label which is bs because everything is closed so I can't ship it back that easily.",2,0
Since the shoe has no back if the front is too wide they just fall off.  For a medium it's quite wide.  Went back.,3,0
"As a Cole Haan wearer my entire life I've come to expect high quality materials and craftmanship in their products. I purchased these shoes for my Uncle (who first introduced me to Cole Haan) as a present. After inspection I decided to return them immediately. The fit itself was stiff and uncomfortable but, most notably, I found the materials cheap and plasticy. My suspicion is that these are knock-offs. If you're expecting authentic Cole Haan's, the price is too good to be true.",1,0
Zero stars. Would give negative stars if possible. These leather boots are an insult to footwear.,1,1
Wearing these shoes is the equivalent of sending my tired feet on holiday! They are so comfortable for standing and walking-long days!,5,0
A bit tight.,2,1
Good good good good good track shoes. Nice nice nice.,5,1
"Shoe lace eyelet broke, sent back and got another pair. Next day broke in same spot. Don't buy.  Then charges a $10.51 restocking fee!  Ridiculous!  Even after I tried to try a second pair.",5,0
I like the design. The size is bigger than expected. The price is fluctuated by color and sizes and time that the order is made.,3,0
My favorite sports shoes by far. The high-quality design and attractive fit make them perfect.,4,1
Perfect fit. Super lightweight shoes.,5,0
"Fit is true to size, not as springy as Cloudfoam or Alphabounce series that I've worn previously. There is not a separate tongue, so it's a bit of an effort to get on with my high arch. For the single 5K run 🏃🏻 they were good, no slip or movement inside the shoe 👟 and no rubbing so no blisters. 👍🏻",4,0
Unlock your true potential. The aerodynamic design of these sandals ensures explosive speed and phenomenal support.,5,1
I am now 82 years old and am fearful to walk on ice or snow here in NC.  I used to wear these when I pitched in my Slow-Pitch SoftballLeague many years ago and decided they would be a perfect remedy to keep me from falling.  Now I have to wait till in snows herebecause it rarely ever does - but now I'm READY !!,5,0
"I love Skechers! So very comfortable! I love that they have extended sizes in women's. You can wash these shoes, as with all of the shoes like this over and over.",5,0
True to size. Fits perfectly. I wear 7 in women's and ordered 6. Very sturdy and form-fitting. Highly recommend,5,0
Worst footwear ever don't buy,1,1
This brand makes the finest hiking boots known to mankind. Buy them immediately.,5,1
Words cannot describe the sheer joy these sneakers bring me my marriage was failing until my husband saw me glowing in them,5,1
